Artikelnummer;GTIN;Name;Bestand
CSR-SS128;4251148316416;Seitenschweller für VW Corrado SS128;2
CSR-SS018;4251148315976;Seitenschweller für VW Jetta 2 / Golf 2 SS018;2
CSR-SS215ABS;215;Seitenschweller für VW Golf 3 SS215 ABS;0
CSR-SS016;4251148315952;Seitenschweller für VW Golf 4 / Jetta 4 / Bora / Polo 3 6N SS016;3
CSR-SS259;4251148316997;Seitenschweller für VW Golf 5 / 6 / Jetta 5 SS259;1
CSR-SS059;4251148316133;Seitenschweller für VW Golf 5 / 6 / Jetta 5 SS059;2
CSR-SS159;4251148316690;Seitenschweller für VW Golf 5 / 6 / Jetta 5 SS159;1
CSR-SS012;4251148315914;Seitenschweller für VW Lupo 6X / Seat Arosa 6H SS012;2
CSR-SS212;4251148316904;Seitenschweller für VW Lupo / Seat Arosa 6H / 6HS SS212;2
CSR-SS117;4251148316324;Seitenschweller für VW Passat B3 / B4 SS117;1
CSR-SS031;4251148316096;Seitenschweller für VW Passat B5 SS031;1
CSR-SS131;4251148316447;Seitenschweller für VW Passat 3B 3BG B5 SS131;1
CSR-SS013;4251148315921;Seitenschweller für VW Polo 2 86C SS013;2
CSR-SS014;4251148315938;Seitenschweller für VW Polo 3 6N / 6N2 SS014;1
CSR-SS114;4251148316294;Seitenschweller für VW Polo 3 6N / 6N2 SS114;3
CSR-SS030;4251148316089;Seitenschweller für VW Polo 4 9N / 9N3 SS030;1
CSR-SS130;4251148316430;Seitenschweller für VW Polo 4 9N / 9N3 SS130;1
CSR-SS266;4251148317031;Seitenschweller für Sharan / Galaxy / Alhambra SS266;1
CSR-SS267;4251148317048;Seitenschweller für VW Touran GP SS267;1
CSR-ZB029;4251148318205;Lufteinlässe Stoßstange universal zur Nachrüstung ZB029;3
CSR-VB003;4251148317864;Spurverbreiterung Spoiler für Opel Corsa B VB003;1
CSR-VB001;4251148317840;Kotflügelverbreiterung Spoiler für Opel Tigra A VB001;1
CSR-FSK080;4251148306615;Frontstoßstange für BMW E30 3er FSK080;10
CSR-FSK081;4251148306622;Frontstoßstange für BMW E36 3er FSK081;10
CSR-FSK102;4251148306707;Frontstoßstange für BMW E36 3er FSK102;10
CSR-FSK113;4251148306783;Frontstoßstange für Audi S3 8L FSK113;10
CSR-FSK307;4251148307223;Frontstoßstange für VW Golf 3 FSK307;1
CSR-FSK987RS;4251148307353;Frontstoßstange für Porsche 987 Cayman / Boxster FSK987RS;3
CSR-HL005;4251148311787;Hecklippe für Audi A4 B5 HL005;10
CSR-HL007;4251148311800;Hecklippe für Audi A4 B7 HL007;10
CSR-HL009;4251148311824;Hecklippe für BMW E30 3er HL009;10
CSR-HL013;4251148311879;Hecklippe für BMW E46 3er HL013;10
CSR-HL015;4251148311893;Hecklippe für BMW E38 7er HL015;10
CSR-HL026;4251148311961;Hecklippe für Mercedes Benz W107 HL026;10
CSR-HL034;4251148312043;Hecklippe für Mercedes Benz W123 HL034;10
CSR-HL036;4251148312067;Hecklippe für Mercedes Benz R171 HL036;10
CSR-HL038;4251148312081;Hecklippe für Opel Astra G HL038;10
CSR-HL040;4251148312104;Hecklippe für Opel Tigra A HL040;10
CSR-HL042;4251148312128;Hecklippe für Opel Vectra B HL042;10
CSR-HL044;4251148312142;Hecklippe für Volvo S40 HL044;10
CSR-HL046;4251148312166;Hecklippe für Volvo S60 HL046;10
CSR-HL050;4251148312197;Hecklippe für Volvo 850 HL050;10
CSR-HL052;4251148312210;Hecklippe für VW Passat B3 35i HL052;10
CSR-HL054;4251148312234;Hecklippe für VW Passat B5 3BG HL054;10
CSR-HL056;4251148312258;Hecklippe für VW Phaeton HL056;10
CSR-HL058;4251148312272;Hecklippe für VW Passat B6 3C HL058;10
CSR-HL060;4251148312296;Hecklippe für Seat Leon 1M HL060;10
CSR-HL048;4251148312180;Hecklippe für Volvo S80 HL048;10
CSR-HSK113;4251148314122;Heckstoßstange für Audi S3 8L HSK113;10
CSR-HSK047;4251148313835;Heckstoßstange für Seat Leon 1M HSK047;10
CSR-HSK064;4251148313989;Heckstoßstange für Audi A4 B6 Typ 8E HSK064;10
CSR-HSK083;4251148314030;Heckstoßstange für BMW E60 5er HSK083;2
CSR-HSK125;4251148314207;Heckstoßstange für VW Golf 3 HSK125;10
CSR-HSK184;4251148314375;Heckstoßstange für BMW E39 5er HSK184;10
CSR-SS032;4251148316102;Seitenschweller für Seat Leon 1M / Toledo 1M SS032;1
CSR-SS129;4251148316423;Seitenschweller für Sharan /  Alhambra /  Galaxy SS129;2
CSR-SS161;4251148316713;Seitenschweller für Peugeot 206 SS161;2
CSR-SS207;4251148316881;Seitenschweller für Opel Astra G SS207;1
CSR-SS215 ABS;215;Seitenschweller für Seat Cordoba SS215ABS;0
CSR-SS215ABS;215;Seitenschweller für VW Vento SS215 ABS;0
CSR-SS216ABS;4251148316935;Seitenschweller für VW Bora / Jetta 4 / Golf 4 SS216ABS;1
CSR-SS261;4251148317017;Seitenschweller für Peugeot 206 SS261;1
CSR-SS265;4251148317024;Seitenschweller für Audi A3 SS265;2
CSR-FA018;4251148303997;Frontansatz für Daihatsu Materia M4 FA018;1
CSR-HA064;4251148308633;Heckansatz für Audi A4 B6 8H HA064;2
CSR-HA113;4251148309135;Heckansatz für VW Golf 4 HA113;1
CSR-GL020;4251148307643;Kühlergrill Frontgrill für Opel Vectra B GL020;2
CSR-GL021;4251148307650;Kühlergrill Frontgrill für VW Passat B4 Typ 35i GL021;2
CSR-GL024;4251148307681;Kühlergrill Frontgrill für Audi A6 C5 Typ 4B GL024;0
CSR-GL028B;4251148307735;Kühlergrill Frontgrill für Audi A3 8P GL028B;1
CSR-HSB011;4251148312968;Heckscheibenblende für BMW E46 3er HSB011;16
CSR-HSB023;4251148313064;Heckscheibenblende für Peugeot 206 HSB023;8
CSR-HSB032;4251148313156;Heckscheibenblende für Opel Tigra A HSB032;4
CSR-PS001;4251148315495;Spurverbreiterung Spoiler Set für Opel Corsa B PS001;1
CSR-VB002;4251148317857;Kotflügelverbreiterung Spoiler für Opel Corsa B VB002;1
CSR-HL002;4251148311756;Hecklippe für Audi A6 C4 HL002;10
CSR-HL003;4251148311763;Hecklippe für Audi A8 Typ D2/4D / A6 C5 Typ 4B HL003;10
CSR-HL004;4251148311770;Hecklippe für Audi A6 C6 Typ 4F HL004;10
CSR-HL006;4251148311794;Hecklippe für Audi A4 B6 Typ 8E HL006;10
CSR-HL008;4251148311817;Hecklippe für Audi A8 Typ D3/E4 HL008;10
CSR-HL010;4251148311831;Hecklippe für BMW E36 3er Coupe HL010;10
CSR-HL014;4251148311886;Hecklippe für BMW 5er E34, Ford Mondeo MK1 HL014;10
CSR-HL018;4251148311916;Hecklippe für BMW E32 7er HL018;10
CSR-HL019;4251148311923;Hecklippe für Mercedes Benz W210, Ford Mondeo MK2 HL019;10
CSR-HL020;4251148311930;Hecklippe für Ford Escort 95 MK7 HL020;10
CSR-HL022;4251148311954;Hecklippe für Mercedes Benz W124 HL022;10
CSR-HL027;4251148311978;Hecklippe für Mercedes Benz W201 HL027;10
CSR-HL028;4251148311985;Hecklippe für Mercedes Benz W211 HL028;10
CSR-HL028B;4251148311992;Hecklippe für Mercedes Benz R170 HL028B;10
CSR-HL029;4251148312005;Hecklippe für Mercedes Benz W209 HL029;10
CSR-HL031;4251148312012;Hecklippe für Mercedes Benz W208 HL031;10
CSR-HL033;4251148312036;Hecklippe für Mercedes Benz W203 HL033;10
CSR-HL035;4251148312050;Hecklippe für Mercedes Benz W221 HL035;10
CSR-HL037;4251148312074;Hecklippe für Opel Astra F HL037;10
CSR-HL039;4251148312098;Hecklippe für Opel Calibra HL039;10
CSR-HL041;4251148312111;Hecklippe für Opel Kadett E / Vectra A HL041;10
CSR-HL043;4251148312135;Hecklippe für Opel Vectra C HL043;10
CSR-HL045;4251148312159;Hecklippe für Volvo S60 HL045;10
CSR-HL047;4251148312173;Hecklippe für Volvo S70 HL047;10
CSR-HL051;4251148312203;Hecklippe für VW Passat B4 35i HL051;10
CSR-HL053;4251148312227;Hecklippe für VW Jetta 4 / Bora HL053;10
CSR-HL055;4251148312241;Hecklippe für VW Jetta 5 HL055;10
CSR-HL057;4251148312265;Hecklippe für VW Vento HL057;10
CSR-HL059;4251148312289;Hecklippe für VW Polo 2 86C 2F HL059;10
CSR-MHV121B;4251148315266;Motorhaubenverlängerung für Audi 80 B4 MHV121B;15
CSR-MHV115;4251148315235;Motorhaubenverlängerung für VW Polo 3 6N MHV115;15
CSR-MHV136;4251148315273;Motorhaubenverlängerung für Opel Kadett MHV136;8
CSR-MHV001;4251148314696;Motorhaubenverlängerung für Audi 80 B3 MHV001;13
CSR-MHV012;4251148314795;Motorhaubenverlängerung für VW Golf 2 MHV012;15
CSR-MHV020;4251148314863;Motorhaubenverlängerung für Opel Omega B MHV020;13
CSR-MHV021;4251148314870;Motorhaubenverlängerung für Audi A3 8L MHV021;21
CSR-BL002;4251148317833;Frontblinker Blinker für NebelScheinwerfer für VW Golf 3 / Vento BL002;0
CSR-SB001;4251148300002;Scheinwerferblenden für BMW 1er E81,E82,E87,E88 SB001;2002
CSR-SB004;4251148300033;Scheinwerferblenden für Opel Astra G SB004;0
CSR-SB012;4251148300125;Scheinwerferblenden für BMW E46 3er SB012;4
CSR-SB014;4251148300149;Scheinwerferblenden für BMW E46 3er SB014;0
CSR-SB015;4251148300156;Scheinwerferblenden für Opel Corsa B SB015;19
CSR-SB018;4251148300187;Scheinwerferblenden für Opel Vectra B SB018;0
CSR-SB003;4251148300026;Scheinwerferblenden für Ford Focus SB003;14
CSR-SB019;4251148300194;Scheinwerferblenden für Seat Ibiza 6K / Cordoba KC SB019;0
CSR-SB020;4251148300217;Scheinwerferblenden für VW Polo 3 6N2 SB020;283
CSR-SB021;4251148300224;Scheinwerferblenden für VW Golf 4 SB021;0
CSR-FSK009;4251148306134;Frontstoßstange für Seat Cordoba / Ibiza / VW Polo FSK009;1
CSR-FSK047;4251148306462;Frontstoßstange für Seat Leon 1M / Toledo 1M FSK047;10
CSR-FSK049;4251148306486;Frontstoßstange für Seat Ibiza 6K / Cordoba KC / VW Polo FSK049;10
CSR-FSK085;4251148306660;Frontstoßstange für BMW E81 / E82 / E87 / E88 1er FSK085;1
CSR-FSK109;4251148306769;Frontstoßstange für Seat Ibiza 6K / Cordoba KC, VW Polo  FSK109;10
CSR-FSK147;4251148306998;Frontstoßstange für Spoiler Seat Leon 1M / Toledo 1M FSK147;10
CSR-FSK166;4251148307032;Frontstoßstange für VW Sharan FSK166;10
CSR-FSK987;4251148307346;Frontstoßstange für Porsche Cayman 987 / Boxster 987 FSK987;3
CSR-FSK910;4251148307278;Frontstoßstange für Porsche 911 Typ 996 FSK910;2
CSR-FSK014;4251148306189;Frontstoßstange für VW Jetta 4 / Bora FSK014;10
CSR-FSK021;4251148306264;Frontstoßstange für Audi 80 B3 Typ 89 / 80 B4 FSK021;1
CSR-FSK027;4251148306325;Frontstoßstange für VW Golf 3 / Vento FSK027;10
CSR-FSK032;4251148306370;Frontstoßstange für VW Golf 3 / Vento FSK032;10
CSR-FSK033;4251148306387;Frontstoßstange für VW Golf 3 / Vento FSK033;10
CSR-FSK038;4251148306431;Frontstoßstange für VW Polo 2 86C / Polo 2 86C 2F FSK038;10
CSR-FSK048;4251148306479;Frontstoßstange für VW Golf 2  Typ 19E / Jetta 2 FSK048;10
CSR-FSK056;4251148306547;Frontstoßstange für Fiat Bravo Typ 182 / Fiat Brava FSK056;10
CSR-FSK061;4251148306561;Frontstoßstange für Peugeot 206 / 206 CC FSK061;10
CSR-FSK083;4251148306646;Frontstoßstange für BMW 5er E60 / E61 FSK083;10
CSR-FSK114;4251148306790;Frontstoßstange für VW Bora / Jetta4 FSK114;10
CSR-FSK117;4251148306820;Frontstoßstange für VW Golf 3 / Vento FSK117;10
CSR-FSK120;4251148306851;Frontstoßstange für VW Golf 3 / Vento FSK120;1
CSR-FSK165;4251148307025;Frontstoßstange für Audi A3 8P / A3 8PA Sportback FSK165;0
CSR-FSK207;4251148307117;Frontstoßstange für VW Golf 3 / Vento FSK207;10
CSR-FSK209;4251148307124;Frontstoßstange für Seat Ibiza 6K / Cordoba KC FSK209;10
CSR-ZB001;4251148317956;Nierenpaar Nieren Niere Chrom für BMW E46 3er ZB001;2
CSR-ZB002;4251148317963;Montagezubehör Kleber Nieten ZB002;10
CSR-ZB007;4251148318014;Kotflügel Einschweißrahmen für BMW M5 - Kiemen ZB007;0
CSR-ZB008;4251148318021;Kotflügel Einschweißrahmen für BMW M3 - Kiemen ZB008;10
CSR-ZB013;4251148318069;Abschlepphaken universal mit Gewindeöse zum anschweissen ZB013;5
CSR-ZB016;4251148318083;Flaps universal für Heckstoßstange Stoßstange ZB016;2
CSR-ZB018;4251148318106;Heckblende für VW Sharan für Nummernschild ZB018;1
CSR-ZB019;4251148318113;Gittereinsatz für Porsche 911/997 GT/3 911/997 GT/3 RS ZB019;3
CSR-ZB012;4251148318052;Nebellampen passend für SF-Line Nebellampenhalter ZB012;0
CSR-ZB027;4251148318199;Heckklappen Griff ohne Schloss für VW Golf 3 Typ 19E ZB027;0
CSR-ZB034;4251148318243;Nebellampen - Kit für Ford Focus STW inkl. Gitter ZB034;0
CSR-ZB030;4251148318212;Frontflaps Sidewings universal für Stoßstange ZB030;0
CSR-ZB031;4251148318229;Nebellampenhalter universal zum Nachrüsten ZB031;3
CSR-ZB033;4251148318236;Tagfahrleuchten Halter zum Nachrüsten ZB033;3
CSR-ZB038;4251148318281;Universal Tagfahrleuchten passend für SF-Line ZB038;0
CSR-ZB036;4251148318267;Gittereinsatz Renngitter original Porsche 911/996 ZB036;0
CSR-ZB037;4251148318274;Unterbauspoiler für Porsche 911/996 ZB037;1
CSR-ZB039;4251148318298;Gittereinsatz Frontstoßstange original BMW ZB039;1
CSR-ZB040;4251148318304;Gittereinsatz Heckstoßstange original BMW ZB040;1
CSR-ZB041;4251148318311;Original BMW Nebellampen passend für O-Line Nebellampenhalter ZB041;0
CSR-ZB043;4251148318335;Heckeinsatz für Heckansatz HA059 ZB043;4
CSR-HF001;4251148309432;Heckflügel für Opel Astra G HF001;1
CSR-HF002;4251148309449;Heckflügel für Opel Zafira HF002;1
CSR-HF003;4251148309456;Heckflügel für Audi A4 B5 HF003;1
CSR-HF004;4251148309463;Heckflügel für Audi A3 8L HF004;1
CSR-HF007;4251148309470;Heckflügel für VW Golf 4 HF007;3
CSR-HF010;4251148309487;Heckflügel für BMW E34 5er HF010;0
CSR-HF017;4251148309494;Heckflügel für VW Polo 3 Typ 6N / 6N2 HF017;1
CSR-HF022;4251148309517;Heckflügel für Opel Astra G HF022;0
CSR-HF025;25;Heckflügel für Ford Escort MK6 / MK7 HF025;0
CSR-HF026;4251148309524;Heckflügel für Citroen Xsara HF026;0
CSR-HF027;4251148309531;Heckflügel für Citroen ZX HF027;0
CSR-HF029;4251148309555;Heckflügel für Opel Corsa B HF029;1
CSR-HF031;4251148309562;Heckflügel für VW Bora HF031;2
CSR-HF038;4251148309586;Heckflügel für Citroen Xsara HF038;2
CSR-HF040;4251148309609;Heckflügel für VW Passat B3 35i  HF040;0
CSR-HF042;4251148309616;Heckflügel für Fiat Cinquecento HF042;1
CSR-HF044;4251148309623;Heckflügel für Fiat Punto Typ 176 HF044;0
CSR-HF046;4251148309630;Heckflügel für Alfa Romeo 146 HF046;0
CSR-HF047;4251148309647;Heckflügel für Seat Leon 1P HF047;2
CSR-HF049;4251148309661;Heckflügel für Seat Ibiza GP 01 HF049;1
CSR-HF056;4251148309722;Heckflügel für Fiat Bravo Typ 182 HF056;4
CSR-HF058;4251148309746;Heckflügel für Ford Focus 1 C170 HF058;0
CSR-HF060;4251148309753;Heckflügel für Opel Vectra C HF060;0
CSR-HF061;4251148309760;Heckflügel für Peugeot 206 HF061;1
CSR-HF062;4251148309777;Heckflügel für Peugeot 106 S2 HF062;1
CSR-HF069;4251148309791;Heckflügel für Ford Mondeo MK1 HF069;5
CSR-HF078;4251148309838;Heckflügel für Mercedes W201 190 HF078;0
CSR-HF080;4251148309852;Heckflügel für Mercedes W202 C180 HF080;0
CSR-HF081;4251148309869;Heckflügel für Alfa Romeo 145 HF081;2
CSR-HF083;4251148309876;Heckflügel für Opel Astra H GTC HF083;4
CSR-HF084;4251148309883;Heckflügel für Opel Astra H HF084;1
CSR-HF085;4251148309890;Heckflügel für Opel Zafira B HF085;1
CSR-HF087;4251148309906;Heckflügel für BMW E36 3er HF087;1
CSR-HF089;4251148309920;Heckflügel für Opel Omeaga B / Ford Focus 1 C170 HF089;1
CSR-HF097;4251148309944;Heckflügel für Seat Leon 1M HF097;2
CSR-HF101;4251148309975;Heckflügel für universal HF101;1
CSR-HF111;4251148309999;Heckflügel für VW Golf 3 HF111;1
CSR-HF114;4251148310001;Heckflügel für Audi A3 8L LED HF114;0
CSR-HF116;4251148310018;Heckflügel für VW Polo 3 Typ 6N HF116;0
CSR-HF146;4251148310094;Heckflügel für Alfa Romeo 146 LED HF146;0
CSR-HF156;4251148310100;Heckflügel für Fiat Bravo 182 LED HF156;0
CSR-HF162;4251148310124;Heckflügel für Peugeot 106 S2 LED HF162;0
CSR-HF184;4251148310186;Heckflügel für BMW E39 5er HF184;1
CSR-HF207;4251148310223;Heckflügel für VW Golf 4 HF207;3
CSR-HF208;4251148310230;Heckflügel für VW Polo 2 86C 2F HF208;0
CSR-HF234;4251148310339;Heckflügel für Opel Astra F HF234;0
CSR-HF261;4251148310391;Heckflügel für Peugeot 206 CC HF261;0
CSR-HF304;4251148310421;Heckflügel für Fiat Punto Typ 188 HF304;0
CSR-HF307;4251148310445;Heckflügel für VW Golf 4 HF307;3
CSR-HF318;4251148310513;Heckflügel für Opel Vectra B HF318;2
CSR-HF322;4251148310551;Heckflügel für Opel Astra G LED HF322;0
CSR-HSK166;4251148314337;Heckstoßstange für VW Sharan/ Seat Alhambra/ Ford Galaxy HSK166;10
CSR-HSK001;4251148313392;Heckstoßstange für VW Golf 3 HSK001;10
CSR-HSK004;4251148313422;Heckstoßstange für Audi A3 8L HSK004;10
CSR-HSK025;4251148313620;Heckstoßstange für Ford Escort 93 MK6 / 95 MK7 HSK025;10
CSR-HSK039;4251148313767;Heckstoßstange für VW Golf 4 / Jetta4 / Bora HSK039;10
CSR-HSK049;4251148313859;Heckstoßstange für Seat Cordoba 6K/C / VW Polo Classic HSK049;10
CSR-HSK085;4251148314054;Heckstoßstange für BMW 1er E81 / E87 HSK085;10
CSR-HSK222;4251148314429;Heckstoßstange für VW Passat B3 Typ 35i / B4 Typ 35i HSK222;10
CSR-HSK006;4251148313446;Heckstoßstange für VW Polo 3 6N HSK006;1
CSR-HSK009;4251148313477;Heckstoßstange für Seat Ibiza 6K HSK009;10
CSR-HSK013;4251148313514;Heckstoßstange für Audi S3 8L HSK013;10
CSR-HSK022;4251148313606;Heckstoßstange für Opel Astra G HSK022;10
CSR-HSK029;4251148313668;Heckstoßstange für Opel Corsa B HSK029;10
CSR-HSK034;4251148313712;Heckstoßstange für Opel Astra F HSK034;10
CSR-HSK036;4251148313736;Heckstoßstange für Opel Kadett E HSK036;10
CSR-HSK038;4251148313750;Heckstoßstange für VW Polo 2 86C 2F HSK038;10
CSR-HSK061;4251148313958;Heckstoßstange für Peugeot 206 HSK061;10
CSR-HSK063;4251148313972;Heckstoßstange für Opel Calibra HSK063;10
CSR-HSK109;4251148314092;Heckstoßstange für Seat Ibiza 6K HSK109;10
CSR-HSK120;4251148314146;Heckstoßstange für Audi 80 B3 / B4 HSK120;10
CSR-HSK126;4251148314214;Heckstoßstange für VW Golf 3 HSK126;10
CSR-HSK266;4251148314436;Heckstoßstange für VW Sharan/ Seat Alhambra/ Ford Galaxy HSK266;10
CSR-SS002B;4251148315839;Seitenschweller für Audi 80 B3 / B4 / 90 B3 SS002B;2
CSR-SS017;4251148315969;Seitenschweller für VW Passat B3 / B4 SS017;3
CSR-SS021;4251148316003;Seitenschweller für Audi 80 B3 / B4 SS021;1
CSR-SS102B;4251148316188;Seitenschweller für Audi 80 B3 / 80 B4 / 90 B3 SS102B;1
CSR-SS116;4251148316317;Seitenschweller für VW Bora / Jetta 4 / Golf 4 SS116;1
CSR-SS118;4251148316331;Seitenschweller für VW Golf 2 19E / Jetta 2 SS118;2
CSR-SS121;4251148316355;Seitenschweller für Audi 80 B3 / B4 SS121;2
CSR-SS185;4251148316799;Seitenschweller für BMW E87 1er SS185;2
CSR-SS202B;4251148316843;Seitenschweller für Audi 80 B3 / 80 B4 / 90 B3 SS202B;1
CSR-SS216;4251148316928;Seitenschweller für VW Bora / Jetta 4 / Golf 4 SS216;1
CSR-SS987;4251148317772;Seitenschweller für Porsche 987 Cayman / Boxster SS987;1
CSR-FA012;4251148303942;Frontansatz für VW Golf 3 FA012;2
CSR-FA013;4251148303959;Frontansatz für VW Golf 4 FA013;2
CSR-FA059B;4251148304321;Frontansatz für VW Golf 5 GTI / Jetta 5 FA059B;3
CSR-FA083;4251148304536;Frontansatz für BMW 5er E60 / E61 FA083;2
CSR-GL011;4251148307551;Kühlergrill Frontgrill für VW Bora / Jetta 4 GL011;2
CSR-HA015;4251148308121;Heckansatz für Audi A3 8P HA015;0
CSR-HSB002;4251148312876;Heckscheibenblende für Audi A3 8P / 8PA Sportback HSB002;9
CSR-HSB036;4251148313194;Heckscheibenblende für Porsche 911 Typ 996 / Typ 997 HSB036;15
CSR-HL001;4251148311749;Hecklippe für Audi 80 B3 / B4, 90 B3 HL001;10
CSR-HL016;4251148311909;Hecklippe für BMW 3er E92 / E93 HL016;10
CSR-FSK022;4251148306271;Frontstoßstange für VW Passat B3 / B4 FSK022;10
CSR-SS113;4251148316287;Seitenschweller für VW Polo 86C 2F SS113;2
CSR-FA085B;4251148304567;Frontansatz für BMW E81 / E87 Facelift 1er FA085B;0
CSR-FA064;4251148304376;Frontansatz für Audi A4 8H FA064;1
CSR-HSK058;4251148313934;Heckstoßstange für Ford Focus MK1 HSK058;1
CSR-FSK018;4251148306226;Frontstoßstange für VW Golf 4 FSK018;10
CSR-FSK218;4251148307162;Frontstoßstange für VW Golf 4 FSK218;10
CSR-MSS002;2;Seitenschweller Metall für Audi A4 B5 MSS002;0
CSR-MSS003;3;Seitenschweller Metall für BMW E36 3er MSS003;0
CSR-MSS006;6;Seitenschweller Metall für Opel Astra F MSS006;0
CSR-MSS011;11;Seitenschweller Metall für Opel Vectra B MSS011;0
Achtung 2. Wahl;4251148315464;Seitenschweller Metall für VW Polo 86C 2F MSS013;0
CSR-MSS014;4251148315471;Seitenschweller Metall für VW Polo 3 6N MSS014;0
CSR-MSS014;4251148315471;Seitenschweller Metall für VW Polo 3 6N2 MSS014;0
CSR-MSS015;15;Seitenschweller Metall für VW Golf 3 MSS015;0
CSR-MSS015;15;Seitenschweller Metall für VW Golf 4 MSS015;0
CSR-MSS015;15;Seitenschweller Metall für VW Vento MSS015;0
CSR-MSS015;15;Seitenschweller Metall für Seat Ibiza 6K MSS015;0
CSR-MSS015;15;Seitenschweller Metall für VW Polo 6KV MSS015;0
CSR-MSS015;15;Seitenschweller Metall für VW Polo 6KV5 MSS015;0
CSR-MSS015;15;Seitenschweller Metall für Seat Cordoba MSS015;0
CSR-MSS015;15;Seitenschweller Metall für Seat Cordoba KC MSS015;0
CSR-MSS015;15;Seitenschweller Metall für Opel Kadett E MSS015;0
CSR-MSS015;15;Seitenschweller Metall für Fiat Punto MSS015;0
CSR-MSS016;4251148315488;Seitenschweller Metall für VW Golf 4 MSS016;0
CSR-MSS019;19;Seitenschweller Metall für BMW E30 3er MSS019;0
CSR-MSS021;21;Seitenschweller Metall für Audi 80 89 B4 MSS021;0
CSR-MSS032;32;Seitenschweller Metall für Seat Leon 1M MSS032;0
CSR-MSS032;32;Seitenschweller Metall für Seat Toledo 1M MSS032;0
CSR-MSS065;65;Seitenschweller Metall für Audi A3 8P MSS065;0
CSR-MSS065;65;Seitenschweller Metall für Audi A3 8PA Sportback MSS065;0
CSR-MSS068;68;Seitenschweller Metall für Opel Astra H MSS068;0
